task_id,level,question,solution,created_at,knowledge_area_ordering,knowledge_area_addition,knowledge_area_subtraction,knowledge_area_multiplication,knowledge_area_division
37505abe-42f9-42c0-8f30-0187820e2537,Low,Hitunglah: $$1\frac{1}{6}$$ + $$3$$,$$4\frac{1}{6}$$,2026-02-24 12:21:20.772155,false,true,false,false,false
375968bb-c3b4-484e-b5d8-6995a433cbf2,High,Hitunglah: $$10$$ - $$1\frac{9}{10}$$ + $$\frac{7}{10}$$,$$8\frac{4}{5}$$,2026-02-24 12:21:20.772155,false,true,true,false,false
375c81a9-ebc0-433c-aca1-647700184da9,High,Hitunglah: $$4\frac{1}{2}$$ + $$1\frac{1}{2}$$ + $$3\frac{1}{2}$$,$$9\frac{1}{2}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
377871db-e873-4852-90a1-9d172ab7cd24,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$\frac{2}{3}$$, $$1$$, $$2$$, $$\frac{1}{2}$$","$$\frac{1}{2}$$, $$\frac{2}{3}$$, $$1$$, $$2$$",2026-02-24 12:21:19.677503,true,false,false,false,false
37a93048-a04a-4fcf-bf95-e65b5c2e115b,Low,Hitunglah: $$3\frac{7}{10}$$ + $$3\frac{1}{2}$$,$$7\frac{1}{5}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
37f736ea-368c-439a-8f6e-2800d9160bac,High,Hitunglah: $$2\frac{1}{2}$$ + $$1\frac{1}{2}$$ + $$5\frac{1}{2}$$,$$9\frac{1}{2}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
3827d0ee-c772-42c3-9712-6033f0d93437,High,Hitunglah: $$1\frac{1}{4}$$ + $$3\frac{1}{4}$$ + $$1\frac{3}{4}$$,$$6\frac{1}{4}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
3875880f-9f0d-4f12-83da-4fec98fc907e,Low,Manakah yang lebih besar: $$1$$ atau $$1$$?,Sama besar,2026-02-24 12:21:19.677503,true,false,false,false,false
38843211-f29f-41c1-b87f-fe6c302e5102,Low,Hitunglah: $$4\frac{3}{5}$$ - $$1$$,$$3\frac{3}{5}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
38a1bd70-7962-420e-aec7-23ab115d7c96,Low,Hitunglah: $$\frac{3}{5}$$ \times $$9$$,$$5\frac{2}{5}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
38c1c0a9-ae0e-469a-a617-a78304bd340d,Low,Hitunglah: $$2\frac{1}{2}$$ + $$1$$,$$3\frac{1}{2}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
38cc3c51-39a7-482e-85e4-7c41ca75a93e,Low,Hitunglah: $$4$$ \times $$\frac{2}{3}$$,$$2\frac{2}{3}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
38d983b7-c089-47e3-bc9d-0a9106391b82,High,Hitunglah: $$1\frac{4}{7}$$ + $$3\frac{3}{7}$$ + $$1\frac{5}{7}$$,$$6\frac{5}{7}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
394587b7-9407-4cb7-8a21-9146ca77224e,Low,Hitunglah: $$2\frac{1}{2}$$ \times $$1\frac{1}{2}$$,$$3\frac{3}{4}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
39651c82-912f-4038-9b4e-3d0fdf1e6fb9,Low,Farhan mempunyai sebuah kolam lele dan mujaer. Jumlah seluruh ikan di kolam $$500$$ ekor. Beberapa hari kemudian $$\frac{1}{5}$$ ikannya mati karena tidak mendapatkan makanan. Berapa persen ikan yang mati?,$$20%$$,2026-02-24 12:21:20.772155,false,false,false,false,false
399e4006-b290-4db1-897f-1bdd0789fee0,High,Hitunglah: $$2\frac{1}{2}$$ + $$4\frac{3}{4}$$ + $$3\frac{1}{4}$$,$$10\frac{1}{2}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
39b0ee3e-d81f-4e0c-9f09-4f4839ae13e2,Low,Hitunglah: $$\frac{3}{7}$$ \div $$\frac{1}{3}$$,$$1\frac{2}{7}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
39b4a55a-3fac-4493-b86e-66cdcf531032,High,Hitunglah: $$2\frac{1}{5}$$ + $$5\frac{1}{5}$$ + $$3\frac{2}{5}$$,$$10\frac{4}{5}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
39c1f391-fdbe-49cc-afed-d2bcfa72bfd5,Low,Manakah yang lebih besar: $$1$$ atau $$4\frac{1}{2}$$?,$$4\frac{1}{2}$$,2026-02-24 12:21:19.677503,true,false,false,false,false
39d33518-f477-4bc9-8915-05f5e288baa9,High,Hitunglah: $$1$$ \div $$2\frac{2}{3}$$ \times $$\frac{4}{9}$$,$$\frac{1}{6}$$,2026-02-24 12:21:20.772155,false,false,false,true,true
3a6dea3e-090d-4832-81d4-2454acb43dfc,Low,Hitunglah: $$1\frac{2}{5}$$ \times $$\frac{1}{2}$$,$$\frac{7}{10}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
3a7002d6-1c59-4993-816d-1c84c5799fbc,Low,Hitunglah: $$3$$ + $$3$$,$$6$$,2026-02-24 12:21:20.772155,false,true,false,false,false
3ae8fba0-407a-4006-83ff-949dc196598a,High,"Di sebuah pesta tersedia $$3$$ loyang pizza. Setiap loyang dipotong menjadi $$8$$ bagian. Jika $$18$$ potong sudah dimakan, berapa pecahan pizza yang tersisa?",$$\frac{6}{24}$$,2026-02-24 12:21:20.772155,false,false,true,true,false
3b1461b8-6560-4a8e-91ef-ccf670a358b9,Low,Hitunglah: $$5\frac{2}{3}$$ + $$3\frac{1}{3}$$,$$9$$,2026-03-02 04:35:26.287887,false,true,false,false,false
3b1bcb95-ef78-4bb9-857d-43e90152ab0a,Low,Hitunglah: $$\frac{1}{2}$$ + $$\frac{3}{4}$$,$$1\frac{1}{4}$$,2026-02-24 12:21:20.772155,false,true,false,false,false
3b87425c-77a1-47b3-b688-e21128fd88de,Low,Hitunglah: $$5\frac{1}{3}$$ - $$\frac{5}{6}$$,$$4\frac{1}{2}$$,2026-02-24 12:21:20.772155,false,false,true,false,false
3b9772c2-fcef-43cd-8692-ce62af25f8e5,Low,"Ibu ingin membeli beras sebanyak $$0,80$$ kuintal. Karena persediaan di toko tinggal $$\frac{3}{4}$$-nya saja, ibu hanya membeli $$20%$$ dari persediaan yang ada. Berapa kilogram beras yang dibeli ibu?",$$12 \text{ kg}$$,2026-02-24 12:21:20.772155,false,false,false,true,false
3b9784a2-f674-4988-b7b7-ea21ccd93ce8,Low,Hitunglah: $$4$$ + $$5$$,$$9$$,2026-02-24 12:21:19.677503,false,true,false,false,false
3bae0fed-5e19-4b6f-837f-10d2ca8d2e7f,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$\frac{2}{3}$$, $$7$$, $$\frac{1}{2}$$, $$1\frac{1}{7}$$","$$\frac{1}{2}$$, $$\frac{2}{3}$$, $$1\frac{1}{7}$$, $$7$$",2026-02-24 12:21:20.772155,true,false,false,false,false
3c082ff3-07ae-41e9-aaac-93753c6241a6,High,Hitunglah: $$1$$ \div $$\frac{1}{2}$$ \times $$\frac{1}{3}$$,$$\frac{2}{3}$$,2026-02-24 12:21:20.772155,false,false,false,true,true
3c372f4b-1398-4413-87c6-1ed1dfe8ef75,Low,Hitunglah: $$\frac{5}{8}$$ - $$\frac{1}{2}$$,$$\frac{1}{8}$$,2026-02-24 12:21:20.772155,false,false,true,false,false
3c9630b5-c986-48a7-8413-286b030ed6ce,High,Hitunglah: $$2$$ + $$1$$ - $$1\frac{5}{7}$$,$$1\frac{2}{7}$$,2026-02-24 12:21:20.772155,false,true,true,false,false
3cc98fcc-e66b-44d3-930c-1c408fe7b33b,Low,Hitunglah: $$3\frac{5}{7}$$ + $$2\frac{4}{7}$$,$$6\frac{2}{7}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
3d0f5b85-efb3-462c-b611-942ba7dc0f85,Low,Hitunglah: $$3\frac{2}{5}$$ \div $$1$$,$$3\frac{2}{5}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
3d14143f-8a80-4622-a4a6-8a61205e988d,Low,Manakah yang lebih besar: $$1$$ atau $$2$$?,$$2$$,2026-02-24 12:21:19.677503,true,false,false,false,false
3d31e21c-0be8-4679-9980-789c6c4eaa40,Low,"Dari $$24$$ siswa, $$\frac{1}{3}$$ membawa bekal nasi goreng. Berapa jumlah siswa tersebut?",$$8 \text{ siswa}$$,2026-02-24 12:21:20.772155,false,false,false,true,false
3da1ad19-d8bc-4a25-bf94-820b34627255,High,Hitunglah: $$2\frac{1}{2}$$ + $$4\frac{1}{2}$$ + $$1\frac{1}{2}$$,$$8\frac{1}{2}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
3da454fd-148b-43b2-87ff-ca3298c45eee,Low,Hitunglah: $$3\frac{1}{3}$$ + $$1\frac{1}{9}$$,$$4\frac{4}{9}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
3da77c74-a72e-4e6d-b885-488e4512d7c4,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$1\frac{2}{3}$$, $$5\frac{7}{8}$$, $$\frac{3}{5}$$, $$1$$","$$5\frac{7}{8}$$, $$1\frac{2}{3}$$, $$1$$, $$\frac{3}{5}$$",2026-02-24 12:21:20.772155,true,false,false,false,false
3e18b672-c8c8-4a4e-95f5-1adce0bddc2b,Low,Hitunglah: $$\frac{9}{10}$$ \times $$1$$,$$\frac{9}{10}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
3e3e6241-60e8-4629-8483-9f2e952caf7d,Low,Hitunglah: $$3\frac{5}{7}$$ + $$5\frac{2}{7}$$,$$9$$,2026-03-02 04:35:26.287887,false,true,false,false,false
3e460078-4478-49f3-8953-482002e837d7,Low,Hitunglah: $$5$$ - $$\frac{2}{3}$$,$$4\frac{1}{3}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
3e57de35-4d0d-416e-bc3c-0d324ff8aa13,Low,Hitunglah: $$7$$ + $$\frac{3}{5}$$,$$7\frac{3}{5}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
3e595406-0c3d-4bdb-9b5c-5d8eacf96052,Low,Hitunglah: $$1\frac{3}{7}$$ \times $$\frac{9}{10}$$,$$1\frac{2}{7}$$,2026-02-24 12:21:20.772155,false,false,false,true,false
3ebb1b38-e030-4d39-8db3-8a24ee1729e4,Low,Hitunglah: $$4\frac{1}{5}$$ + $$3\frac{3}{10}$$,$$7\frac{1}{2}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
3ec95b87-f435-4dcc-93e8-a7400418e268,Low,Hitunglah: $$4$$ - $$\frac{1}{3}$$,$$3\frac{2}{3}$$,2026-02-24 12:21:20.772155,false,false,true,false,false
3eebf7c9-111a-4c3b-bb02-f3712a9bec76,Low,Hitunglah: $$3\frac{5}{8}$$ - $$\frac{3}{8}$$,$$3\frac{1}{4}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
3f1369bc-b849-498a-97a0-a042979632bb,Low,Hitunglah: $$4\frac{1}{2}$$ + $$3\frac{1}{6}$$,$$7\frac{2}{3}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
3f383b6f-c271-4170-93a5-296624fcfcda,Low,Hitunglah: $$1\frac{4}{5}$$ \div $$1$$,$$1\frac{4}{5}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
3f72e0b5-2a58-4050-b522-da4372e37236,High,Hitunglah: $$\frac{1}{5}$$ - $$\frac{5}{6}$$ \div $$1\frac{2}{3}$$,$$\frac{-3}{10}$$,2026-02-24 12:21:20.772155,false,false,true,false,true
3f7ab7ed-5c13-469d-8708-ec8ca8a193fc,Low,Manakah yang lebih besar: $$1\frac{1}{5}$$ atau $$\frac{1}{6}$$?,$$1\frac{1}{5}$$,2026-02-24 12:21:20.772155,true,false,false,false,false
3fa2aa77-86c3-4d18-a5e8-363a4fb813f0,Low,Hitunglah: $$4\frac{8}{9}$$ - $$\frac{1}{3}$$,$$4\frac{5}{9}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
400ca2d5-4e87-406f-8011-20ad5c9bf618,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$5$$, $$2$$, $$\frac{3}{7}$$","$$\frac{3}{7}$$, $$2$$, $$5$$",2026-02-24 12:21:20.772155,true,false,false,false,false
404bd292-acf1-44eb-b1a2-c181a3fb7722,High,Hitunglah: $$4\frac{1}{3}$$ + $$1\frac{1}{3}$$ + $$4\frac{1}{3}$$,$$10$$,2026-03-02 04:35:26.287887,false,true,false,false,false
4055bf6a-6499-4f76-a838-35f447c2d16b,Low,Hitunglah: $$2\frac{1}{2}$$ + $$3\frac{1}{2}$$,$$6$$,2026-03-02 04:35:26.287887,false,true,false,false,false
407c4f58-d81a-4777-9282-e6e429b783ed,High,Hitunglah: $$2\frac{7}{9}$$ \times $$\frac{2}{5}$$ - $$4\frac{7}{9}$$,$$-4\frac{2}{3}$$,2026-02-24 12:21:20.772155,false,false,true,true,false
40abec5c-843a-47c6-a885-1de23f9f6598,Low,Hitunglah: $$1\frac{1}{2}$$ - $$\frac{2}{3}$$,$$\frac{5}{6}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
4133fa66-1512-40cd-b2e6-95b913c6a874,Low,Hitunglah: $$4\frac{9}{10}$$ \div $$1$$,$$4\frac{9}{10}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
41590579-d75f-4124-81fd-56d977f819fa,High,Hitunglah: $$\frac{2}{7}$$ \div $$\frac{1}{7}$$ \div $$2\frac{1}{3}$$,$$\frac{6}{7}$$,2026-02-24 12:21:20.772155,false,false,false,false,true
418b45aa-ecc6-41bb-8ac6-af51873bb64a,High,Hitunglah: $$2\frac{1}{3}$$ + $$1\frac{2}{3}$$ + $$3\frac{2}{3}$$,$$7\frac{2}{3}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
41e1b0ff-bb6e-4fc0-893d-f333e89577d4,Low,Hitunglah: $$1\frac{2}{3}$$ - $$\frac{1}{3}$$,$$1\frac{1}{3}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
41f277ae-0324-4da0-baf4-a25cd506899b,Low,Hitunglah: $$2\frac{1}{5}$$ + $$4\frac{1}{5}$$,$$6\frac{2}{5}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
42133709-d413-4cf2-be88-b8ffc4fff501,Low,Hitunglah: $$7$$ \div $$1\frac{3}{5}$$,$$4\frac{3}{8}$$,2026-02-24 12:21:20.772155,false,false,false,false,true
4227c062-487e-4212-bdce-f9cdb4e245e0,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$\frac{7}{8}$$, $$\frac{1}{9}$$, $$1\frac{1}{9}$$","$$\frac{1}{9}$$, $$\frac{7}{8}$$, $$1\frac{1}{9}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
42483834-c3aa-4033-bd67-571aedb9aab1,Low,Hitunglah: $$\frac{1}{2}$$ + $$\frac{2}{3}$$,$$1\frac{1}{6}$$,2026-02-24 12:21:20.772155,false,true,false,false,false
42599259-1be5-4bc6-b42a-9d40c41bdeff,Low,Hitunglah: $$1\frac{1}{7}$$ \times $$1\frac{1}{4}$$,$$1\frac{3}{7}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
427a0157-92d8-4419-8463-01530385232a,Low,Hitunglah: $$\frac{3}{5}$$ \times $$\frac{1}{2}$$,$$\frac{3}{10}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
427df17e-f061-4cab-9605-a0c84040f7b3,High,Hitunglah: $$1\frac{2}{3}$$ + $$\frac{5}{9}$$ \times $$2$$,$$2\frac{7}{9}$$,2026-02-24 12:21:20.772155,false,true,false,true,false
42a83d8b-9d83-484e-9e88-971d930efae4,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$\frac{3}{8}$$, $$\frac{4}{5}$$, $$1\frac{2}{5}$$, $$\frac{1}{7}$$","$$1\frac{2}{5}$$, $$\frac{4}{5}$$, $$\frac{3}{8}$$, $$\frac{1}{7}$$",2026-02-24 12:21:20.772155,true,false,false,false,false
4333c851-2176-4c5f-aee7-55931f97963d,High,Hitunglah: $$4\frac{1}{3}$$ + $$1\frac{2}{3}$$ + $$4\frac{2}{3}$$,$$10\frac{2}{3}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
436637b3-4e4c-403d-8510-6b8bdf14c2f0,Low,Manakah yang lebih besar: $$2\frac{2}{3}$$ atau $$\frac{1}{3}$$?,$$2\frac{2}{3}$$,2026-02-24 12:21:20.772155,true,false,false,false,false
43706471-1068-4b60-88e1-fa1663a94bd3,Low,Hitunglah: $$1\frac{1}{4}$$ \times $$\frac{1}{5}$$,$$\frac{1}{4}$$,2026-02-24 12:21:20.772155,false,false,false,true,false
43ac968f-7664-4eb6-80f5-8ae35db3a167,Low,Hitunglah: $$\frac{1}{7}$$ + $$1$$,$$1\frac{1}{7}$$,2026-02-24 12:21:20.772155,false,true,false,false,false
43e5dfe3-b9e0-40d1-ac7f-989bb409b336,High,Hitunglah: $$\frac{2}{3}$$ + $$\frac{1}{3}$$ \times $$\frac{2}{3}$$,$$\frac{8}{9}$$,2026-02-24 12:21:20.772155,false,true,false,true,false
43f9e512-6ce6-411c-8e2c-3bb1154e89c9,Low,Manakah yang lebih besar: $$2$$ atau $$\frac{2}{5}$$?,$$2$$,2026-02-24 12:21:19.677503,true,false,false,false,false
43ff3752-69f8-4906-a911-4055a81de427,Low,Manakah yang lebih besar: $$1\frac{1}{4}$$ atau $$\frac{1}{3}$$?,$$1\frac{1}{4}$$,2026-02-24 12:21:19.677503,true,false,false,false,false
4452e565-df9f-4049-82be-34991839d2d3,Low,Manakah yang lebih besar: $$1\frac{2}{7}$$ atau $$\frac{3}{10}$$?,$$1\frac{2}{7}$$,2026-02-24 12:21:19.677503,true,false,false,false,false
44efce6a-aff3-4264-99b7-5ab7220435c1,Low,Hitunglah: $$3$$ + $$2$$,$$5$$,2026-02-24 12:21:19.677503,false,true,false,false,false
450dfb00-853d-4830-934f-6aed5d19f9f8,Low,Hitunglah: $$3$$ + $$\frac{2}{3}$$,$$3\frac{2}{3}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
4521db19-353d-4daf-b46d-83f3851ad401,High,Hitunglah: $$2$$ - $$3\frac{1}{3}$$ - $$1\frac{2}{3}$$,$$-3$$,2026-02-24 12:21:20.772155,false,false,true,false,false
45463ba8-a302-400d-a20c-d7e4a52126c7,High,Hitunglah: $$2\frac{3}{7}$$ + $$4\frac{3}{7}$$ + $$2\frac{1}{7}$$,$$9$$,2026-03-02 04:35:26.287887,false,true,false,false,false
4549c969-7189-44dc-8023-a30e63fe7132,Low,Hitunglah: $$4\frac{1}{5}$$ + $$1\frac{1}{5}$$,$$5\frac{2}{5}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
454cc068-f529-401d-aca8-9f4defd226f2,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$\frac{3}{4}$$, $$\frac{3}{5}$$, $$1\frac{2}{3}$$","$$\frac{3}{5}$$, $$\frac{3}{4}$$, $$1\frac{2}{3}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
4552c2f6-2b68-471d-8059-d9ecba74afa1,High,Hitunglah: $$4\frac{1}{2}$$ + $$1\frac{1}{2}$$ + $$3\frac{1}{2}$$,$$9\frac{1}{2}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
45cc3bb5-22eb-4633-9704-e2c0dd857832,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$\frac{3}{5}$$, $$\frac{5}{8}$$, $$\frac{4}{5}$$","$$\frac{3}{5}$$, $$\frac{5}{8}$$, $$\frac{4}{5}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
45dc4948-6ffc-499b-b8c5-484e8369f3e0,Low,Hitunglah: $$5\frac{1}{4}$$ \div $$\frac{3}{4}$$,$$7$$,2026-02-24 12:21:20.772155,false,false,false,false,true
45e22aa6-bbc0-4b36-95eb-cb30004692e2,Low,Hitunglah: $$8$$ \div $$7$$,$$1\frac{1}{7}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
45e4745e-f1a6-4514-9c86-8755d25bc8b7,Low,Hitunglah: $$5\frac{1}{4}$$ + $$4\frac{1}{8}$$,$$9\frac{3}{8}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
45f218a8-e942-43ca-b2c1-748373cdb48a,Low,Hitunglah: $$1$$ + $$1\frac{1}{2}$$,$$2\frac{1}{2}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
46317179-7f29-4705-85b9-cebc25d6479f,Low,Hitunglah: $$1$$ \times $$1$$,$$1$$,2026-02-24 12:21:19.677503,false,false,false,true,false
463b464c-d790-4282-a8bb-df0fa3902622,Low,Hitunglah: $$3\frac{1}{3}$$ + $$\frac{2}{9}$$,$$3\frac{5}{9}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
46400b04-2ee5-4bdb-b79d-103a3ee0b74a,Low,Hitunglah: $$1\frac{1}{2}$$ + $$7$$,$$8\frac{1}{2}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
467c1db5-672a-4c3a-a9d3-65158a54ad47,Low,Hitunglah: $$1\frac{3}{5}$$ - $$1$$,$$\frac{3}{5}$$,2026-02-24 12:21:20.772155,false,false,true,false,false
46a9f787-6aed-404b-b8c3-d02522ab0b2a,Low,Hitunglah: $$1\frac{1}{3}$$ + $$5\frac{1}{2}$$,$$6\frac{5}{6}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
46ae856d-2f26-4d85-8a74-2a42228ceca0,Low,Hitunglah: $$1$$ \times $$1\frac{1}{7}$$,$$1\frac{1}{7}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
46c8d2f9-123a-43d8-bd44-43f9daefabbe,Low,Hitunglah: $$1$$ \times $$1\frac{1}{3}$$,$$1\frac{1}{3}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
470496f6-b728-4e95-8a4e-af17604c611a,High,Hitunglah: $$2\frac{2}{9}$$ + $$2\frac{1}{2}$$ + $$1\frac{1}{6}$$,$$5\frac{8}{9}$$,2026-02-24 12:21:20.772155,false,true,false,false,false
470f9525-1e8b-45dd-8a1f-c753baf0af08,Low,Hitunglah: $$\frac{3}{5}$$ \times $$1\frac{1}{2}$$,$$\frac{9}{10}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
474d6af9-f853-4774-957c-36ed6cdfca92,High,Hitunglah: $$1\frac{1}{4}$$ + $$1\frac{1}{2}$$ + $$4\frac{1}{2}$$,$$7\frac{1}{4}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
47671a5c-e7fc-43c4-80c9-113dadfa542c,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$\frac{3}{8}$$, $$1\frac{1}{2}$$, $$\frac{3}{7}$$, $$2\frac{1}{2}$$","$$\frac{3}{8}$$, $$\frac{3}{7}$$, $$1\frac{1}{2}$$, $$2\frac{1}{2}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
476a3f23-aa7c-4fcc-8f5f-b5077e10afe2,Low,Hitunglah: $$\frac{1}{2}$$ - $$\frac{1}{3}$$,$$\frac{1}{6}$$,2026-02-24 12:21:20.772155,false,false,true,false,false
47a09e8c-0914-4c1b-8113-2aee70d27a85,Low,Manakah yang lebih besar: $$\frac{1}{10}$$ atau $$\frac{3}{10}$$?,$$\frac{3}{10}$$,2026-02-24 12:21:19.677503,true,false,false,false,false
4828a737-f0a9-40be-8dc6-f44ac6d482b8,High,Hitunglah: $$2\frac{5}{6}$$ \times $$3$$ \times $$\frac{6}{7}$$,$$7\frac{2}{7}$$,2026-02-24 12:21:20.772155,false,false,false,true,false
483eec9c-7525-495e-bd32-f079084073a5,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$1$$, $$2$$, $$1\frac{1}{3}$$","$$2$$, $$1\frac{1}{3}$$, $$1$$",2026-02-24 12:21:19.677503,true,false,false,false,false
485ce203-2709-4de2-a8fe-feefcb566076,Low,Hitunglah: $$1$$ \times $$\frac{2}{3}$$,$$\frac{2}{3}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
48ca8e7a-b991-427c-82aa-775f0a38b2b5,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$5\frac{7}{8}$$, $$\frac{1}{7}$$, $$\frac{2}{3}$$, $$\frac{1}{3}$$","$$5\frac{7}{8}$$, $$\frac{2}{3}$$, $$\frac{1}{3}$$, $$\frac{1}{7}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
48eb0f38-d5db-4feb-a5c1-779e6a7fbe3e,High,Hitunglah: $$2\frac{3}{10}$$ + $$4\frac{1}{5}$$ + $$4\frac{1}{5}$$,$$10\frac{7}{10}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
48f9e617-77b3-4864-a080-ec97c767085f,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$1$$, $$\frac{1}{2}$$, $$1$$, $$\frac{1}{5}$$","$$1$$, $$1$$, $$\frac{1}{2}$$, $$\frac{1}{5}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
490d95e1-f8c8-4b31-90bb-249e16151524,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$\frac{4}{7}$$, $$\frac{4}{7}$$, $$1\frac{3}{5}$$, $$1\frac{1}{5}$$","$$\frac{4}{7}$$, $$\frac{4}{7}$$, $$1\frac{1}{5}$$, $$1\frac{3}{5}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
496410fe-29a8-46b4-b7b0-a7507b404bd2,Low,Hitunglah: $$1$$ + $$\frac{7}{10}$$,$$1\frac{7}{10}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
4a6f91f4-468f-40c9-ba76-1c279f9ac12e,High,Hitunglah: $$4$$ \times $$\frac{4}{5}$$ + $$3$$,$$6\frac{1}{5}$$,2026-02-24 12:21:20.772155,false,true,false,true,false
4aa8d525-1089-4d52-bb56-7b7767824318,Low,Hitunglah: $$4$$ \div $$1\frac{2}{5}$$,$$2\frac{6}{7}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
4aee68dc-3f9f-4afb-b867-638a7f143e89,Low,Hitunglah: $$7$$ \div $$\frac{6}{7}$$,$$8\frac{1}{6}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
4b1a9887-7e1e-4421-bde5-b3da356d1bc9,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$1\frac{2}{3}$$, $$3\frac{9}{10}$$, $$\frac{7}{9}$$","$$3\frac{9}{10}$$, $$1\frac{2}{3}$$, $$\frac{7}{9}$$",2026-02-24 12:21:20.772155,true,false,false,false,false
4b3cb43a-4a41-4705-8799-bc6058f4ffbc,Low,Hitunglah: $$1\frac{4}{5}$$ + $$4\frac{4}{5}$$,$$6\frac{3}{5}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
4b6ce238-baaa-4e76-956c-de23a3aa756f,Low,Hitunglah: $$1$$ \div $$4\frac{1}{2}$$,$$\frac{2}{9}$$,2026-02-24 12:21:20.772155,false,false,false,false,true
4b8b8ceb-0595-48bc-b7bb-aead5b423d06,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$2$$, $$\frac{3}{10}$$, $$9$$","$$\frac{3}{10}$$, $$2$$, $$9$$",2026-02-24 12:21:20.772155,true,false,false,false,false
4ba6f8c1-bdab-4a8e-a672-4010ff6d3f92,Low,Hitunglah: $$1\frac{5}{6}$$ - $$\frac{1}{2}$$,$$1\frac{1}{3}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
4bd20fbc-53cd-4a48-aade-8de4e45e48a2,Low,Hitunglah: $$2$$ + $$1$$,$$3$$,2026-02-24 12:21:19.677503,false,true,false,false,false
