feedback_id,student_id,username,answer_type,question_key,question,answer,section,submitted_at
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,likert,learning_experience_4,Saya merasa sistem tutor ini seperti belajar dengan seorang guru.,3,Learning Experience,2026-03-10 09:45:38.329995
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,likert,pemahaman_materi_pecahan_1,Sistem tutor membantu saya lebih memahami konsep pecahan.,3,Pemahaman Materi Pecahan,2026-03-10 09:45:38.329995
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,likert,pemahaman_materi_pecahan_2,"Setelah menggunakan sistem ini, saya merasa lebih percaya diri dalam menyelesaikan soal pecahan.",3,Pemahaman Materi Pecahan,2026-03-10 09:45:38.329995
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,likert,pemahaman_materi_pecahan_3,Sistem tutor membantu saya mengetahui bagian mana yang saya belum pahami.,4,Pemahaman Materi Pecahan,2026-03-10 09:45:38.329995
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,likert,pemahaman_materi_pecahan_4,Latihan yang diberikan sistem membantu saya memperbaiki kesalahan saya.,4,Pemahaman Materi Pecahan,2026-03-10 09:45:38.329995
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,likert,pemahaman_materi_pecahan_5,Sistem tutor membantu saya belajar langkah-langkah penyelesaian soal dengan lebih baik.,3,Pemahaman Materi Pecahan,2026-03-10 09:45:38.329995
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,open_answer,open_1,Apa yang paling membantu dari sistem tutor ini?,Saat sedang belajar dan menjawab jawaban yang kurang tetap sistem akan menjelaskan kesalahan dan memberitahu cara kerja dengan benar.,,2026-03-10 09:45:38.329995
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,open_answer,open_2,Apa yang menurut kamu masih perlu diperbaiki dari sistem tutor ini?,tidak ada.,,2026-03-10 09:45:38.329995
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,open_answer,open_3,"Apakah ada bagian dari penjelasan tutor yang sulit dipahami? Jika ada, jelaskan.",tidak ada.,,2026-03-10 09:45:38.329995
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,open_answer,open_4,"Apakah ada bagian dari penjelasan tutor yang terlihat aneh atau salah? Jika ada, jelaskan serta sebutkan berapa kali hal tersebut terjadi?",saya belum melihat kesalahan dan keanehan.,,2026-03-10 09:45:38.329995
1256e726-45ec-4013-977c-951c95a79f87,fbc4033d-b239-4263-a5bd-f058d9167c11,YPSSTUDENT_016,open_answer,open_5,Saran kamu untuk meningkatkan sistem tutor ini.,menurut saya sistem ini sudah bagus karena membantu dan sederhana,,2026-03-10 09:45:38.329995
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,feedback_quality_1,Feedback yang diberikan tutor membantu saya memahami kesalahan saya.,4,Feedback Quality,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,feedback_quality_2,"Feedback dari tutor tidak langsung memberikan jawaban, tetapi membantu saya berpikir.",3,Feedback Quality,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,feedback_quality_3,Penjelasan yang diberikan tutor mudah dimengerti.,2,Feedback Quality,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,feedback_quality_4,Feedback dari tutor relevan dengan jawaban yang saya berikan.,3,Feedback Quality,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,feedback_quality_5,Feedback dari tutor membantu saya menemukan cara yang benar untuk menyelesaikan soal.,3,Feedback Quality,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,system_usability_1,Sistem tutor ini mudah digunakan.,3,System Usability,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,system_usability_2,Instruksi yang diberikan oleh sistem jelas dan mudah dipahami.,3,System Usability,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,system_usability_3,Saya dapat menggunakan sistem ini tanpa kesulitan yang sangat menghambat.,3,System Usability,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,system_usability_4,Tampilan sistem tutor mudah dipahami.,3,System Usability,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,system_usability_5,Saya dapat mengikuti langkah-langkah pembelajaran dengan baik menggunakan sistem ini.,4,System Usability,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,user_satisfaction_1,Secara keseluruhan saya puas menggunakan sistem tutor ini.,3,User Satisfaction,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,user_satisfaction_2,Sistem tutor ini membantu proses belajar saya.,3,User Satisfaction,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,user_satisfaction_3,Saya akan merekomendasikan sistem ini kepada teman saya.,3,User Satisfaction,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,learning_experience_1,Belajar menggunakan sistem tutor ini menyenangkan.,3,Learning Experience,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,learning_experience_2,Sistem tutor membuat saya lebih tertarik untuk belajar matematika.,3,Learning Experience,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,learning_experience_3,Sistem tutor membuat proses belajar lebih interaktif.,3,Learning Experience,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,learning_experience_4,Saya merasa sistem tutor ini seperti belajar dengan seorang guru.,2,Learning Experience,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,pemahaman_materi_pecahan_1,Sistem tutor membantu saya lebih memahami konsep pecahan.,3,Pemahaman Materi Pecahan,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,pemahaman_materi_pecahan_2,"Setelah menggunakan sistem ini, saya merasa lebih percaya diri dalam menyelesaikan soal pecahan.",4,Pemahaman Materi Pecahan,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,pemahaman_materi_pecahan_3,Sistem tutor membantu saya mengetahui bagian mana yang saya belum pahami.,3,Pemahaman Materi Pecahan,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,pemahaman_materi_pecahan_4,Latihan yang diberikan sistem membantu saya memperbaiki kesalahan saya.,3,Pemahaman Materi Pecahan,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,likert,pemahaman_materi_pecahan_5,Sistem tutor membantu saya belajar langkah-langkah penyelesaian soal dengan lebih baik.,3,Pemahaman Materi Pecahan,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,open_answer,open_1,Apa yang paling membantu dari sistem tutor ini?,ketika salah dia memberikan feedback dan memberitahukan salah dimana dan cara menyelesaikannya,,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,open_answer,open_2,Apa yang menurut kamu masih perlu diperbaiki dari sistem tutor ini?,masih ada sedikit bug yang membuat saya lumayan kebingungan,,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,open_answer,open_3,"Apakah ada bagian dari penjelasan tutor yang sulit dipahami? Jika ada, jelaskan.",tidak ada,,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,open_answer,open_4,"Apakah ada bagian dari penjelasan tutor yang terlihat aneh atau salah? Jika ada, jelaskan serta sebutkan berapa kali hal tersebut terjadi?",jawaban saya benar tapi feedback nya bilang salah,,2026-03-10 09:36:34.592002
1322494b-7db9-46fc-b340-ff2a30247f8c,38834b1c-5088-4e5c-bdec-46a6785828c8,YPSSTUDENT_023,open_answer,open_5,Saran kamu untuk meningkatkan sistem tutor ini.,mungkin harus perbaiki bug bug yang menggangu dan menghambat pelajaran siswa,,2026-03-10 09:36:34.592002
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,feedback_quality_1,Feedback yang diberikan tutor membantu saya memahami kesalahan saya.,4,Feedback Quality,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,feedback_quality_2,"Feedback dari tutor tidak langsung memberikan jawaban, tetapi membantu saya berpikir.",4,Feedback Quality,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,feedback_quality_3,Penjelasan yang diberikan tutor mudah dimengerti.,4,Feedback Quality,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,feedback_quality_4,Feedback dari tutor relevan dengan jawaban yang saya berikan.,3,Feedback Quality,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,feedback_quality_5,Feedback dari tutor membantu saya menemukan cara yang benar untuk menyelesaikan soal.,4,Feedback Quality,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,system_usability_1,Sistem tutor ini mudah digunakan.,3,System Usability,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,system_usability_2,Instruksi yang diberikan oleh sistem jelas dan mudah dipahami.,3,System Usability,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,system_usability_3,Saya dapat menggunakan sistem ini tanpa kesulitan yang sangat menghambat.,3,System Usability,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,system_usability_4,Tampilan sistem tutor mudah dipahami.,4,System Usability,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,system_usability_5,Saya dapat mengikuti langkah-langkah pembelajaran dengan baik menggunakan sistem ini.,4,System Usability,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,user_satisfaction_1,Secara keseluruhan saya puas menggunakan sistem tutor ini.,3,User Satisfaction,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,user_satisfaction_2,Sistem tutor ini membantu proses belajar saya.,3,User Satisfaction,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,user_satisfaction_3,Saya akan merekomendasikan sistem ini kepada teman saya.,3,User Satisfaction,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,learning_experience_1,Belajar menggunakan sistem tutor ini menyenangkan.,4,Learning Experience,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,learning_experience_2,Sistem tutor membuat saya lebih tertarik untuk belajar matematika.,4,Learning Experience,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,learning_experience_3,Sistem tutor membuat proses belajar lebih interaktif.,4,Learning Experience,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,learning_experience_4,Saya merasa sistem tutor ini seperti belajar dengan seorang guru.,4,Learning Experience,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,pemahaman_materi_pecahan_1,Sistem tutor membantu saya lebih memahami konsep pecahan.,4,Pemahaman Materi Pecahan,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,pemahaman_materi_pecahan_2,"Setelah menggunakan sistem ini, saya merasa lebih percaya diri dalam menyelesaikan soal pecahan.",4,Pemahaman Materi Pecahan,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,pemahaman_materi_pecahan_3,Sistem tutor membantu saya mengetahui bagian mana yang saya belum pahami.,4,Pemahaman Materi Pecahan,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,pemahaman_materi_pecahan_4,Latihan yang diberikan sistem membantu saya memperbaiki kesalahan saya.,4,Pemahaman Materi Pecahan,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,likert,pemahaman_materi_pecahan_5,Sistem tutor membantu saya belajar langkah-langkah penyelesaian soal dengan lebih baik.,4,Pemahaman Materi Pecahan,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,open_answer,open_1,Apa yang paling membantu dari sistem tutor ini?,"Sistem ini memberikan feedback yang sesuai dengan jawaban saya, saya akan lebih mudah mengetahui bagian yang belum dipahami sehingga saya bisa menemukan cara yang benar untuk menyelesaikan soalnya.",,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,open_answer,open_2,Apa yang menurut kamu masih perlu diperbaiki dari sistem tutor ini?,"Terkadang sistem melewati perintah/terjadi kesalahan di coding, sehingga terjadi keselahan dalam memberi informasi.",,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,open_answer,open_3,"Apakah ada bagian dari penjelasan tutor yang sulit dipahami? Jika ada, jelaskan.","Tidak ada, sistem memberi penjelasan dengan baik sesuai jawaban yang diberikan.",,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,open_answer,open_4,"Apakah ada bagian dari penjelasan tutor yang terlihat aneh atau salah? Jika ada, jelaskan serta sebutkan berapa kali hal tersebut terjadi?",Tidak ada,,2026-03-10 09:57:51.070419
141983aa-9ad7-4419-876a-92a79469aee5,55f94980-ef03-47fd-9f42-677c09a982b4,YPSSTUDENT_014,open_answer,open_5,Saran kamu untuk meningkatkan sistem tutor ini.,Berikan kesimpulan tentang kekurangan pengguna,,2026-03-10 09:57:51.070419
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,feedback_quality_1,Feedback yang diberikan tutor membantu saya memahami kesalahan saya.,4,Feedback Quality,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,feedback_quality_2,"Feedback dari tutor tidak langsung memberikan jawaban, tetapi membantu saya berpikir.",4,Feedback Quality,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,feedback_quality_3,Penjelasan yang diberikan tutor mudah dimengerti.,3,Feedback Quality,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,feedback_quality_4,Feedback dari tutor relevan dengan jawaban yang saya berikan.,3,Feedback Quality,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,feedback_quality_5,Feedback dari tutor membantu saya menemukan cara yang benar untuk menyelesaikan soal.,4,Feedback Quality,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,system_usability_1,Sistem tutor ini mudah digunakan.,3,System Usability,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,system_usability_2,Instruksi yang diberikan oleh sistem jelas dan mudah dipahami.,3,System Usability,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,system_usability_3,Saya dapat menggunakan sistem ini tanpa kesulitan yang sangat menghambat.,3,System Usability,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,system_usability_4,Tampilan sistem tutor mudah dipahami.,4,System Usability,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,system_usability_5,Saya dapat mengikuti langkah-langkah pembelajaran dengan baik menggunakan sistem ini.,4,System Usability,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,user_satisfaction_1,Secara keseluruhan saya puas menggunakan sistem tutor ini.,4,User Satisfaction,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,user_satisfaction_2,Sistem tutor ini membantu proses belajar saya.,4,User Satisfaction,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,user_satisfaction_3,Saya akan merekomendasikan sistem ini kepada teman saya.,4,User Satisfaction,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,learning_experience_1,Belajar menggunakan sistem tutor ini menyenangkan.,4,Learning Experience,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,learning_experience_2,Sistem tutor membuat saya lebih tertarik untuk belajar matematika.,4,Learning Experience,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,learning_experience_3,Sistem tutor membuat proses belajar lebih interaktif.,3,Learning Experience,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,learning_experience_4,Saya merasa sistem tutor ini seperti belajar dengan seorang guru.,3,Learning Experience,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,pemahaman_materi_pecahan_1,Sistem tutor membantu saya lebih memahami konsep pecahan.,4,Pemahaman Materi Pecahan,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,pemahaman_materi_pecahan_2,"Setelah menggunakan sistem ini, saya merasa lebih percaya diri dalam menyelesaikan soal pecahan.",4,Pemahaman Materi Pecahan,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,pemahaman_materi_pecahan_3,Sistem tutor membantu saya mengetahui bagian mana yang saya belum pahami.,3,Pemahaman Materi Pecahan,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,pemahaman_materi_pecahan_4,Latihan yang diberikan sistem membantu saya memperbaiki kesalahan saya.,4,Pemahaman Materi Pecahan,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,likert,pemahaman_materi_pecahan_5,Sistem tutor membantu saya belajar langkah-langkah penyelesaian soal dengan lebih baik.,3,Pemahaman Materi Pecahan,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,open_answer,open_1,Apa yang paling membantu dari sistem tutor ini?,sistem tutor ini membantu saya mengerjakan soal dengan tutor memberi saya tahap mengerjakan soal nya,,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,open_answer,open_2,Apa yang menurut kamu masih perlu diperbaiki dari sistem tutor ini?,-,,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,open_answer,open_3,"Apakah ada bagian dari penjelasan tutor yang sulit dipahami? Jika ada, jelaskan.",Tidak ada -,,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,open_answer,open_4,"Apakah ada bagian dari penjelasan tutor yang terlihat aneh atau salah? Jika ada, jelaskan serta sebutkan berapa kali hal tersebut terjadi?",tidak ada -,,2026-03-11 13:32:21.000649
1564ea26-4ff6-49d2-9b37-242ea87d881f,2861ccc7-73af-4190-9327-610593669afd,YPSSTUDENT_035,open_answer,open_5,Saran kamu untuk meningkatkan sistem tutor ini.,membuat tutor nya lebih asik menjelaskan cara cara mengerjakan soal,,2026-03-11 13:32:21.000649
1d16b5f5-8f11-4406-8462-0a1c7bb99360,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_1,Feedback yang diberikan tutor membantu saya memahami kesalahan saya.,3,Feedback Quality,2026-03-10 09:41:40.544117
1d16b5f5-8f11-4406-8462-0a1c7bb99360,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_2,"Feedback dari tutor tidak langsung memberikan jawaban, tetapi membantu saya berpikir.",3,Feedback Quality,2026-03-10 09:41:40.544117
1d16b5f5-8f11-4406-8462-0a1c7bb99360,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_3,Penjelasan yang diberikan tutor mudah dimengerti.,3,Feedback Quality,2026-03-10 09:41:40.544117
1d16b5f5-8f11-4406-8462-0a1c7bb99360,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_4,Feedback dari tutor relevan dengan jawaban yang saya berikan.,2,Feedback Quality,2026-03-10 09:41:40.544117
1d16b5f5-8f11-4406-8462-0a1c7bb99360,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_5,Feedback dari tutor membantu saya menemukan cara yang benar untuk menyelesaikan soal.,3,Feedback Quality,2026-03-10 09:41:40.544117
1d16b5f5-8f11-4406-8462-0a1c7bb99360,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_1,Sistem tutor ini mudah digunakan.,2,System Usability,2026-03-10 09:41:40.544117
1d16b5f5-8f11-4406-8462-0a1c7bb99360,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_2,Instruksi yang diberikan oleh sistem jelas dan mudah dipahami.,2,System Usability,2026-03-10 09:41:40.544117
1d16b5f5-8f11-4406-8462-0a1c7bb99360,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_3,Saya dapat menggunakan sistem ini tanpa kesulitan yang sangat menghambat.,2,System Usability,2026-03-10 09:41:40.544117
1d16b5f5-8f11-4406-8462-0a1c7bb99360,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_4,Tampilan sistem tutor mudah dipahami.,3,System Usability,2026-03-10 09:41:40.544117
