result_id,student_id,quiz_section,question_id,question_text,student_answer,correct_answer,is_correct,knowledge_areas,timestamp
4d90ab07-5f79-4725-a62a-be8c5c7ee39e,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,D. $$1 \frac{3}{4}$$ kg,A,false,"[""addition""]",2026-03-09 13:17:38.212155
4e87a354-204b-4074-95c7-1e66e960a361,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-05 09:28:19.040529
4ef478fa-e3f6-4a60-9e86-2e4a69a4ec5d,4087d78b-a949-4801-ba39-c0827c23ed8b,fraction_subtraction,sub_4,"Sebuah botol berisi $$\frac{7}{8}$$ liter air. Jika diminum $$\frac{1}{4}$$ liter, sisa air adalah...",B. $$\frac{5}{8}$$ liter,B,true,"[""subtraction""]",2026-03-11 13:41:25.505455
4facb463-cdcb-4ffb-904c-8907141f15eb,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,A. $$1 \frac{1}{4}$$ kg,A,true,"[""addition""]",2026-03-10 05:14:52.190067
5039d053-fad2-4729-9fdb-3824bbaea956,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-10 05:10:22.939278
5039ed82-f5cf-410d-9b81-bb5cdea1f139,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-09 13:35:55.554052
51aa3e1a-0bf6-48ad-9f8f-f6647fced2af,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_multiplication,mul_3,Hasil dari $$\frac{1}{2} \times \frac{4}{7}$$ adalah...,B. $$\frac{2}{7}$$,B,true,"[""multiplication""]",2026-03-09 22:04:47.731981
53088d0b-3c31-4763-a1cc-d80816665ef9,4087d78b-a949-4801-ba39-c0827c23ed8b,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,A. $$1 \frac{1}{4}$$ kg,A,true,"[""addition""]",2026-03-11 13:39:29.170155
53a45781-f8a9-4e1c-9be0-e58242d253f3,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-05 09:28:15.593481
55116f80-1202-4de8-a132-849d1a44407b,cef191bb-daf1-4707-a563-f5c8266d4a08,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-09 22:14:43.745948
55ae6ebf-b625-4132-8e55-b53de0dd231d,d61d7c5f-ae96-4cf1-8b7a-043ff82be47a,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-11 11:08:58.021634
5757696c-d2f9-454a-9740-36d116955b11,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,A. $$\frac{3}{7}$$,C,false,"[""addition""]",2026-03-09 13:17:37.090668
57734a36-f43e-4fc9-9bef-521da99f8ed1,55f94980-ef03-47fd-9f42-677c09a982b4,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-09 13:54:55.385675
59f399fb-876b-4288-becd-813ae2ad7811,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_3,Hasil dari $$1 \frac{1}{2} + \frac{1}{4}$$ adalah...,B. $$1 \frac{3}{4}$$,B,true,"[""addition""]",2026-03-05 09:28:19.793234
5b5a174e-48e6-46b4-8bcd-d0059a4b7c7c,db042083-a72d-4b2c-9a5c-acba6a7334da,fraction_multiplication,mul_3,Hasil dari $$\frac{1}{2} \times \frac{4}{7}$$ adalah...,B. $$\frac{2}{7}$$,B,true,"[""multiplication""]",2026-03-07 22:35:50.129135
5dd6ff25-8cef-4be3-a540-8093e1a4ef4a,db042083-a72d-4b2c-9a5c-acba6a7334da,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-07 22:29:36.852108
615e3f72-8e44-4958-a26d-486adddb3b3d,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,B. $$1 \frac{1}{2}$$ kg,A,false,"[""addition""]",2026-03-05 09:28:16.503509
62c9fa05-fb40-40a7-9f1d-64fa7dc79852,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-10 04:35:37.898048
6309f249-adb8-44db-b3b5-fdbd1bb2ee33,d61d7c5f-ae96-4cf1-8b7a-043ff82be47a,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-11 11:08:57.2914
67f20b8c-f1bf-48f6-8f99-22b1df46aaf9,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_3,Hasil dari $$1 \frac{1}{2} + \frac{1}{4}$$ adalah...,A. $$1 \frac{2}{4}$$,B,false,"[""addition""]",2026-03-09 13:17:37.902032
685ca6df-c5c4-4476-8acf-b3badbdbe2fe,207d66fd-2335-4e54-bbc3-77e112f9a535,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","A. $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$",C,false,"[""ordering""]",2026-03-09 22:54:31.657132
68aec9ef-43aa-44c4-82d2-1b4508c42026,1762723a-9551-499a-b970-c168c3def60c,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-09 13:16:37.048129
69cdf7cc-c757-4772-9d71-67f53c9e4518,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-09 13:35:55.989965
6af17d9b-eb00-4b68-865e-31fabab3823a,1eead7ec-be42-45fd-b156-09f249ea566f,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-05 09:22:30.711884
6d39b6f8-2e8d-4a1b-b101-77079f92115b,304658fd-24f8-4b55-83d1-2627cc251c10,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,A. $$1 \frac{1}{4}$$ kg,A,true,"[""addition""]",2026-03-05 09:22:52.914727
6da1e7a9-232f-4c8e-95d6-29de28952306,304658fd-24f8-4b55-83d1-2627cc251c10,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-05 09:22:51.889711
6e81ce97-f0d9-4d95-b275-3c05002e64c5,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,A. $$\frac{3}{7}$$,C,false,"[""addition""]",2026-03-09 13:17:34.34144
6eb6f64d-e993-4ae8-b521-eaac65def6a1,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_3,Hasil dari $$1 \frac{1}{2} + \frac{1}{4}$$ adalah...,A. $$1 \frac{2}{4}$$,B,false,"[""addition""]",2026-03-09 13:17:33.566564
6edaf7f6-26d1-46d7-8009-0f3fe9e76299,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-09 13:35:57.498402
6f2cd6e1-8822-4646-a25b-c02cde88393e,877f8022-74b5-4c67-9f34-bc431f32457c,ordering_fractions,ord_4,Which statement is true?,C. $$\frac{3}{5} = \frac{2}{3}$$,B,false,"[""ordering""]",2026-02-20 01:27:19.143751
7008b981-520a-469c-bddc-da89a8b1a51c,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-10 05:14:34.275482
701a78a1-4015-485c-8799-7c1a24513540,df7bc867-3592-4173-851d-569b9860811f,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","A. $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$",C,false,"[""ordering""]",2026-03-05 09:25:21.291867
702686d1-251d-47c2-bc26-897007285fbf,877f8022-74b5-4c67-9f34-bc431f32457c,ordering_fractions,ord_3,"Arrange in ascending order: $$\frac{2}{5}, \frac{3}{10}, \frac{1}{2}$$","C. $$\frac{2}{5}, \frac{3}{10}, \frac{1}{2}$$",A,false,"[""ordering""]",2026-02-20 01:27:18.974207
70ed587d-21f9-49eb-93f1-c05fbf03441d,6ebb0c6a-01be-45fe-b9a3-e6d7fc534da2,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-05 09:26:52.529846
713ae8de-cd04-460e-ac98-3947b7dc94b1,877f8022-74b5-4c67-9f34-bc431f32457c,ordering_fractions,ord_2,"Which fraction is the smallest? $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$",A. $$\frac{1}{2}$$,C,false,"[""ordering""]",2026-02-20 01:27:18.729169
73559ac6-6ebb-4c87-a22f-ec8df98f33ac,877f8022-74b5-4c67-9f34-bc431f32457c,ordering_fractions,ord_5,Which fraction is between $$\frac{1}{4}$$ and $$\frac{1}{2}$$?,A. $$\frac{1}{3}$$,A,true,"[""ordering""]",2026-02-20 01:27:19.325554
739e8a4b-f01e-49a5-acb4-4b2c42cd280d,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,A. $$\frac{3}{7}$$,C,false,"[""addition""]",2026-03-09 13:17:35.549988
73ca7bf2-1da9-4f1e-883f-d9da2c064fa3,5bb37871-3feb-4f5e-98c4-d0f9ee0d2e48,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","D. $$\frac{1}{4}, \frac{1}{2}, \frac{1}{3}$$",C,false,"[""ordering""]",2026-03-09 13:33:29.81776
7500f6d9-fa80-40ff-b353-b389ceedaf73,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,fraction_multiplication,mul_4,Hasil dari $$2 \frac{1}{2} \times \frac{1}{2}$$ adalah...,B. $$1 \frac{1}{4}$$,B,true,"[""multiplication""]",2026-03-09 13:31:26.865532
75288f78-8634-401c-a9be-4da7784e03c7,3ef7ff62-6b05-4ef5-aaa6-7b48be842f09,fraction_subtraction,sub_3,Hasil dari $$2 - \frac{3}{4}$$ adalah...,B. $$1 \frac{1}{4}$$,B,true,"[""subtraction""]",2026-03-05 09:28:18.154482
753ac688-7021-4e81-8249-ad093c6707a2,a695672e-2e94-45cc-a692-cda08e2b71cf,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","A. $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$",C,false,"[""ordering""]",2026-03-05 12:23:59.83558
7549b91d-9db8-4d79-a759-a76bcd2ee3c0,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-09 13:35:56.552605
75dc360e-652d-4ed5-888e-fa2df4050aa1,1762723a-9551-499a-b970-c168c3def60c,fraction_multiplication,mul_2,Hasil dari $$\frac{3}{4}$$ dari $$20$$ adalah...,D. $$12$$,C,false,"[""multiplication""]",2026-03-05 09:32:20.740275
7660610f-d298-45ed-b196-20e611e71d40,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_subtraction,sub_3,Hasil dari $$2 - \frac{3}{4}$$ adalah...,B. $$1 \frac{1}{4}$$,B,true,"[""subtraction""]",2026-03-10 05:12:04.370848
7671da2f-b707-4c31-9492-63c51e896925,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_subtraction,sub_2,Hasil dari $$\frac{3}{4} - \frac{1}{3}$$ adalah...,B. $$\frac{5}{12}$$,B,true,"[""subtraction""]",2026-03-09 22:04:14.482095
767aa870-33f1-4c41-865d-357cbcc87f80,1654af33-3f96-4c53-90ef-2b01e06c17af,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,A. $$1 \frac{1}{4}$$ kg,A,true,"[""addition""]",2026-03-10 05:59:06.141746
7736c92b-c2dc-4ae6-b527-b9a9811d9ece,3ef7ff62-6b05-4ef5-aaa6-7b48be842f09,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-05 09:22:13.569115
7a771e1d-4981-470a-acd2-a4c8c84fa8e7,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_multiplication,mul_2,Hasil dari $$\frac{3}{4}$$ dari $$20$$ adalah...,C. $$15$$,C,true,"[""multiplication""]",2026-03-09 22:04:47.382276
7d25059c-49dd-4611-9249-321380a63f65,2676eceb-8c8d-42b8-aa3b-215c30884c8a,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,C. $$\frac{1}{2}$$,A,false,"[""ordering""]",2026-03-09 20:20:05.540632
7f65abb2-d83a-4f38-82e2-3823476136e0,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_subtraction,sub_2,Hasil dari $$\frac{3}{4} - \frac{1}{3}$$ adalah...,B. $$\frac{5}{12}$$,B,true,"[""subtraction""]",2026-03-10 05:12:02.856348
81141dbf-d81b-4bf8-af35-74e16586b5a4,3ef7ff62-6b05-4ef5-aaa6-7b48be842f09,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-05 09:24:45.641779
83123394-1d6e-4aab-accc-3af2526258c8,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,D. $$1 \frac{3}{4}$$ kg,A,false,"[""addition""]",2026-03-09 13:17:35.75744
855dbfca-75ea-45c7-861a-cc15b49c95b9,6d8849cc-d848-44ce-8aa7-0f05fce358c4,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-08 16:32:43.792517
85a6ad0b-b29a-4176-bc22-09e389cd7b50,4087d78b-a949-4801-ba39-c0827c23ed8b,fraction_multiplication,mul_4,Hasil dari $$2 \frac{1}{2} \times \frac{1}{2}$$ adalah...,C. $$2 \frac{1}{4}$$,B,false,"[""multiplication""]",2026-03-11 13:42:40.136543
86a70964-2e5b-4ca3-befe-09a68b2177b5,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-10 05:14:33.859395
871a2852-8381-41d3-bf59-08d78365f16d,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,A. $$1 \frac{1}{4}$$ kg,A,true,"[""addition""]",2026-03-09 22:03:57.788456
8747f033-d3ae-494d-98c5-37971f444422,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,A. $$\frac{3}{7}$$,C,false,"[""addition""]",2026-03-09 13:17:37.401479
89c1a727-3f7c-4cc7-a5bb-9c375a787722,f04d9933-09aa-4abe-aa21-27f15084bf8f,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-11 10:16:52.430961
8a42cd0d-4396-4a1b-a455-7691717c8df4,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-09 13:35:56.555592
8ae7bcdf-329b-46b6-938d-3928159d9b30,6d8849cc-d848-44ce-8aa7-0f05fce358c4,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-08 16:32:42.735002
8bebf20c-7f1f-4d06-8446-d321bc7b8320,cef191bb-daf1-4707-a563-f5c8266d4a08,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","A. $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$",C,false,"[""ordering""]",2026-03-09 22:09:17.448695
8c4e021a-2c3a-4647-8500-c59c450b03e4,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_3,Hasil dari $$1 \frac{1}{2} + \frac{1}{4}$$ adalah...,B. $$1 \frac{3}{4}$$,B,true,"[""addition""]",2026-03-05 09:28:19.939781
8cdb1f28-b62c-4886-b0a0-0058f5ca454e,a695672e-2e94-45cc-a692-cda08e2b71cf,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,A. <,B,false,"[""ordering""]",2026-03-05 12:24:00.18027
8e91b879-51c3-419d-9c21-1165351ffef7,fcee0ea9-6e65-4596-af7d-361d92742df8,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","A. $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$",C,false,"[""ordering""]",2026-03-05 09:26:37.963943
8f2cea31-d7a8-4d84-b516-f9d698ba8221,3ef7ff62-6b05-4ef5-aaa6-7b48be842f09,fraction_multiplication,mul_2,Hasil dari $$\frac{3}{4}$$ dari $$20$$ adalah...,A. $$5$$,C,false,"[""multiplication""]",2026-03-05 09:30:08.579818
908bd4f5-2976-4726-841e-29f9fd61f7cb,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-09 13:29:15.908799
911991b5-85e1-4e5f-9949-8aadd52fd057,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-10 05:14:51.409551
95451b1d-b9d9-4276-acb6-04d2a05fe074,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_subtraction,sub_3,Hasil dari $$2 - \frac{3}{4}$$ adalah...,B. $$1 \frac{1}{4}$$,B,true,"[""subtraction""]",2026-03-08 16:33:54.321907
95fb7b94-759a-4b13-9df4-587b93e99c20,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_subtraction,sub_4,"Sebuah botol berisi $$\frac{7}{8}$$ liter air. Jika diminum $$\frac{1}{4}$$ liter, sisa air adalah...",B. $$\frac{5}{8}$$ liter,B,true,"[""subtraction""]",2026-03-10 05:12:04.915643
994dfdd3-e56f-4c67-ad39-0694788eaacc,4087d78b-a949-4801-ba39-c0827c23ed8b,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-11 13:39:28.822075
99cb06cb-e72d-4c09-8aa4-3930c115ecb7,55f94980-ef03-47fd-9f42-677c09a982b4,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-09 13:54:55.622115
9b3f8102-c8fa-41ef-9138-15aa27abf143,d61d7c5f-ae96-4cf1-8b7a-043ff82be47a,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-11 11:08:57.6974
9b5913ac-2daa-4256-a714-757ab833b213,4087d78b-a949-4801-ba39-c0827c23ed8b,fraction_multiplication,mul_2,Hasil dari $$\frac{3}{4}$$ dari $$20$$ adalah...,C. $$15$$,C,true,"[""multiplication""]",2026-03-11 13:42:39.509122
9b6d813b-39a2-4ec8-abcb-dd18ea9a0cab,3ef7ff62-6b05-4ef5-aaa6-7b48be842f09,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-05 09:22:14.744072
9b790068-0936-42d8-8009-c1186aabfd3f,cef191bb-daf1-4707-a563-f5c8266d4a08,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-09 22:09:18.422871
9bb8100c-6e79-4b80-9f14-c0c48cc9b8ca,1654af33-3f96-4c53-90ef-2b01e06c17af,fraction_addition,add_3,Hasil dari $$1 \frac{1}{2} + \frac{1}{4}$$ adalah...,B. $$1 \frac{3}{4}$$,B,true,"[""addition""]",2026-03-10 05:59:05.802024
9ca0438a-02e2-40f2-a540-e66feaaaa49d,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-10 05:10:46.31004
9efd5d5c-9f6d-4157-9e00-8ce447246e23,f04d9933-09aa-4abe-aa21-27f15084bf8f,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-11 10:16:52.238804
a0c7d788-e3c4-4a75-89ae-d2ba91257a54,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,C. $$\frac{4}{6}$$ kg,A,false,"[""addition""]",2026-03-05 09:24:30.83996
a1c9ea5d-a97f-4b55-8df2-3f2ea41c982d,1762723a-9551-499a-b970-c168c3def60c,fraction_subtraction,sub_4,"Sebuah botol berisi $$\frac{7}{8}$$ liter air. Jika diminum $$\frac{1}{4}$$ liter, sisa air adalah...",A. $$\frac{6}{4}$$ liter,B,false,"[""subtraction""]",2026-03-09 13:34:55.627596
a1d1ff87-a89e-4c32-9427-1d8b2f0c3d8f,207d66fd-2335-4e54-bbc3-77e112f9a535,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-09 22:54:32.35375
a322bf6f-e105-4f61-bcb5-6ea673a742fe,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-08 16:33:10.468963
a36da448-6720-4546-9a9a-b11d482aa4b2,cef191bb-daf1-4707-a563-f5c8266d4a08,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-09 22:09:17.782258
a407f884-75bc-4799-a067-a50e112842ec,1762723a-9551-499a-b970-c168c3def60c,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-09 13:16:37.731786
a634f2b2-77ed-4e37-a4fe-58b6030eeba3,3ef7ff62-6b05-4ef5-aaa6-7b48be842f09,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-05 09:24:45.977332
a655ab55-b217-4e4e-bba7-0e93bb0f757e,df7bc867-3592-4173-851d-569b9860811f,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-05 09:25:23.3785
a67b6757-c347-4bff-b56e-f2d905801a40,207d66fd-2335-4e54-bbc3-77e112f9a535,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,A. <,B,false,"[""ordering""]",2026-03-09 22:54:31.982127
